AffiliateSiteName,Domain,Paper,City,State,Header,Footer,Desktop GAM AU 1,Mobile GAM AU 1,Desktop GAM Ad Unit 2 (1),Desktop GAM Ad Unit 2 (2),Desktop GAM Ad Unit 2 (3),Mobile GAM Ad Unit 2,Desktop/Mobile Ad Unit 3,leaderboard_atf Full GAM Ad Unit Path,leaderboard_btf Full GAM Ad Unit Path,poster_front_btf Full GAM Ad Unit Path,mobileweb-banner_top Full GAM Ad Unit Path
wickedlocal-JournalSun,https://www.legacy.com/obituaries/wickedlocal-journalsun,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_journal-sun,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_journal-sun,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_journal-sun,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_journal-sun,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_journal-sun
wickedlocal-kingston,https://www.legacy.com/obituaries/wickedlocal-kingston,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_kingston-reporter,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_kingston-reporter,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_kingston-reporter,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_kingston-reporter,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_kingston-reporter
wickedlocal-lakeville,https://www.legacy.com/obituaries/wickedlocal-lakeville/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_lakeville,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_lakeville,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_lakeville,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_lakeville,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_lakeville
wickedlocal-lancaster,https://www.legacy.com/obituaries/wickedlocal-lancaster/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_lancaster,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_lancaster,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_lancaster,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_lancaster,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_lancaster
wickedlocal-lexington,https://www.legacy.com/obituaries/wickedlocal-lexington,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_lexington-minuteman,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_lexington-minuteman,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_lexington-minuteman,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_lexington-minuteman,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_lexington-minuteman
wickedlocal-manchester,https://www.legacy.com/obituaries/wickedlocal-manchester,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_salem-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_salem-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_salem-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_salem-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_salem-gazette
wickedlocal-marblehead,https://www.legacy.com/obituaries/wickedlocal-marblehead,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_marblehead-reporter,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_marblehead-reporter,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_marblehead-reporter,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_marblehead-reporter,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_marblehead-reporter
wickedlocal-marion,https://www.legacy.com/obituaries/wickedlocal-marion,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_courier-sentinel,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_courier-sentinel,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_courier-sentinel,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_courier-sentinel,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_courier-sentinel
wickedlocal-marlborough,https://www.legacy.com/obituaries/wickedlocal-marlborough,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_marlborough-enterprise,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_marlborough-enterprise,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_marlborough-enterprise,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_marlborough-enterprise,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_marlborough-enterprise
wickedlocal-marshfield,https://www.legacy.com/obituaries/wickedlocal-marshfield,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_marshfield-mariner,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_marshfield-mariner,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_marshfield-mariner,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_marshfield-mariner,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_marshfield-mariner
wickedlocal-mattapoisett,https://www.legacy.com/obituaries/wickedlocal-mattapoisett,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_courier-sentinel,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_courier-sentinel,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_courier-sentinel,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_courier-sentinel,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_courier-sentinel
wickedlocal-maynard,https://www.legacy.com/obituaries/wickedlocal-maynard,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_beacon-villager,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_beacon-villager,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_beacon-villager,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_beacon-villager,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_beacon-villager
wickedlocal-medford,https://www.legacy.com/obituaries/wickedlocal-medford,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_medford-transcript,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_medford-transcript,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_medford-transcript,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_medford-transcript,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_medford-transcript
wickedlocal-medway,https://www.legacy.com/obituaries/wickedlocal-medway,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_country-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_country-gazette
wickedlocal-melrose,https://www.legacy.com/obituaries/wickedlocal-melrose,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_melrose-free-press,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_melrose-free-press,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_melrose-free-press,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_melrose-free-press,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_melrose-free-press
wickedlocal-millis,https://www.legacy.com/obituaries/wickedlocal-millis,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_country-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_country-gazette
wickedlocal-needham,https://www.legacy.com/obituaries/wickedlocal-needham/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_country-needham,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_country-needham,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_country-needham,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_country-needham,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_country-needham
wickedlocal-newton,https://www.legacy.com/obituaries/wickedlocal-newton,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_newton-tab,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_newton-tab,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_newton-tab,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_newton-tab,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_newton-tab
wickedlocal-norfolk,https://www.legacy.com/obituaries/wickedlocal-norfolk,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_country-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_country-gazette
wickedlocal-northshoresunday,https://www.legacy.com/obituaries/wickedlocal-northshoresunday/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_northshoresunday,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_northshoresunday,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_northshoresunday,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_northshoresunday,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_northshoresunday
wickedlocal-norton,https://www.legacy.com/obituaries/wickedlocal-norton/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_norton,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_norton,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_norton,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_norton,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_norton
wickedlocal-observeradvocate,https://www.legacy.com/obituaries/wickedlocal-observeradvocate,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_observer-advocate,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_observer-advocate,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_observer-advocate,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_observer-advocate,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_observer-advocate
wickedlocal-orleans,https://www.legacy.com/obituaries/wickedlocal-orleans,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_cape-codder,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_cape-codder,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_cape-codder,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_cape-codder,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_cape-codder
wickedlocal-pembroke,https://www.legacy.com/obituaries/wickedlocal-pembroke,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_pembroke-mariner-express,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_pembroke-mariner-express,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_pembroke-mariner-express,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_pembroke-mariner-express,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_pembroke-mariner-express
wickedlocal-plainville,https://www.legacy.com/obituaries/wickedlocal-plainville,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_country-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_country-gazette
wickedlocal-plymouth,https://www.legacy.com/obituaries/wickedlocal-plymouth,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_old-colony-memorial,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_old-colony-memorial,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_old-colony-memorial,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_old-colony-memorial,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_old-colony-memorial
wickedlocal-plympton,https://www.legacy.com/obituaries/wickedlocal-plymouth/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_plymouth,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_plymouth,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_plymouth,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_plymouth,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_plymouth
wickedlocal-provincetown,https://www.legacy.com/obituaries/wickedlocal-provincetown/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_provincetown,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_provincetown,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_provincetown,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_provincetown,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_provincetown
wickedlocal-recordcitizen,https://www.legacy.com/obituaries/wickedlocal-recordcitizen,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_record-citizen,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_record-citizen,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_record-citizen,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_record-citizen,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_record-citizen
wickedlocal-salem,https://www.legacy.com/obituaries/wickedlocal-salem,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_salem-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_salem-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_salem-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_salem-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_salem-gazette
wickedlocal-sandwich,https://www.legacy.com/obituaries/wickedlocal-sandwich,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_sandwich-broadsider,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_sandwich-broadsider,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_sandwich-broadsider,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_sandwich-broadsider,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_sandwich-broadsider
wickedlocal-saugus,https://www.legacy.com/obituaries/wickedlocal-saugus,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_saugus-advertiser,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_saugus-advertiser,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_saugus-advertiser,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_saugus-advertiser,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_saugus-advertiser
wickedlocal-scituate,https://www.legacy.com/obituaries/wickedlocal-scituate,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_scituate-mariner,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_scituate-mariner,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_scituate-mariner,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_scituate-mariner,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_scituate-mariner
wickedlocal-sherborn,https://www.legacy.com/obituaries/wickedlocal-sherborn,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_press-transcript,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_press-transcript,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_press-transcript,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_press-transcript,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_press-transcript
wickedlocal-somerville,https://www.legacy.com/obituaries/wickedlocal-somerville,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_somerville-journal,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_somerville-journal,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_somerville-journal,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_somerville-journal,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_somerville-journal
wickedlocal-stow,https://www.legacy.com/obituaries/wickedlocal-stow,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_beacon-villager,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_beacon-villager,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_beacon-villager,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_beacon-villager,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_beacon-villager
wickedlocal-sudbury,https://www.legacy.com/obituaries/wickedlocal-sudbury,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_sudbury-town-crier,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_sudbury-town-crier,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_sudbury-town-crier,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_sudbury-town-crier,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_sudbury-town-crier
wickedlocal-sunadvocate,https://www.legacy.com/obituaries/wickedlocal-sunadvocate,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_sun-advocate,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_sun-advocate,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_sun-advocate,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_sun-advocate,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_sun-advocate
wickedlocal-swampscott,https://www.legacy.com/obituaries/wickedlocal-swampscott,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_swampscott-reporter,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_swampscott-reporter,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_swampscott-reporter,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_swampscott-reporter,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_swampscott-reporter
wickedlocal-Tewks-WilAdvocate,https://www.legacy.com/obituaries/wickedlocal-tewks-wiladvocate,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_tewksbury-wilmington-advocate,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_tewksbury-wilmington-advocate,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_tewksbury-wilmington-advocate,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_tewksbury-wilmington-advocate,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_tewksbury-wilmington-advocate
