AffiliateSiteName,Domain,Paper,City,State,Header,Footer,Desktop GAM AU 1,Mobile GAM AU 1,Desktop GAM Ad Unit 2 (1),Desktop GAM Ad Unit 2 (2),Desktop GAM Ad Unit 2 (3),Mobile GAM Ad Unit 2,Desktop/Mobile Ad Unit 3,leaderboard_atf Full GAM Ad Unit Path,leaderboard_btf Full GAM Ad Unit Path,poster_front_btf Full GAM Ad Unit Path,mobileweb-banner_top Full GAM Ad Unit Path
alicetx,alicetx.com,Alice Echo-News Journal,Alice,TX,https://www.alicetx.com/services/cobrand/header/,https://www.alicetx.com/services/cobrand/footer/,tx-alice-C6683,tx-alice-mobile-C6683,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/tx-alice-C6683/leaderboard_atf/obituaries,7103/tx-alice-C6683/leaderboard_btf/obituaries,7103/tx-alice-C6683/poster_front_btf/obituaries,7103/tx-alice-mobile-C6683/mobileweb-banner_top/obituaries
amarillo,amarillo.com,Amarillo Globe News,Amarillo,TX,https://www.amarillo.com/services/cobrand/header/,https://www.amarillo.com/services/cobrand/footer/,tx-amarillo-C6601,tx-amarillo-mobile-C6601,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/tx-amarillo-C6601/leaderboard_atf/obituaries,7103/tx-amarillo-C6601/leaderboard_btf/obituaries,7103/tx-amarillo-C6601/poster_front_btf/obituaries,7103/tx-amarillo-mobile-C6601/mobileweb-banner_top/obituaries
amestribune,amestribune.com,Ames Tribune,Ames,IA,https://www.amestribune.com/services/cobrand/header/,https://www.amestribune.com/services/cobrand/footer/,ia-ames-C6765,ia-ames-mobile-C6765,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ia-ames-C6765/leaderboard_atf/obituaries,7103/ia-ames-C6765/leaderboard_btf/obituaries,7103/ia-ames-C6765/poster_front_btf/obituaries,7103/ia-ames-mobile-C6765/mobileweb-banner_top/obituaries
apalachtimes,apalachtimes.com,The Times,Apalachicola,FL,https://www.apalachtimes.com/services/cobrand/header/,https://www.apalachtimes.com/services/cobrand/footer/,fl-apalachicola-C6734,fl-apalachicola-mobile-C6734,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/fl-apalachicola-C6734/leaderboard_atf/obituaries,7103/fl-apalachicola-C6734/leaderboard_btf/obituaries,7103/fl-apalachicola-C6734/poster_front_btf/obituaries,7103/fl-apalachicola-mobile-C6734/mobileweb-banner_top/obituaries
augustachronicle,augustachronicle.com,Augusta Chronicle,Augusta,GA,https://www.augustachronicle.com/services/cobrand/header/,https://www.augustachronicle.com/services/cobrand/footer/,ga-augusta-C6592,ga-augusta-mobile-C6592,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ga-augusta-C6592/leaderboard_atf/obituaries,7103/ga-augusta-C6592/leaderboard_btf/obituaries,7103/ga-augusta-C6592/poster_front_btf/obituaries,7103/ga-augusta-mobile-C6592/mobileweb-banner_top/obituaries
blueridgenow,blueridgenow.com,Times-News,Hendersonville,NC,https://www.blueridgenow.com/services/cobrand/header/,https://www.blueridgenow.com/services/cobrand/footer/,nc-hendersonville-C6705,nc-hendersonville-mobile-C6705,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/nc-hendersonville-C6705/leaderboard_atf/obituaries,7103/nc-hendersonville-C6705/leaderboard_btf/obituaries,7103/nc-hendersonville-C6705/poster_front_btf/obituaries,7103/nc-hendersonville-mobile-C6705/mobileweb-banner_top/obituaries
boonevilledemocrat,boonevilledemocrat.com,Booneville Democrat,Booneville,AR,https://www.boonevilledemocrat.com/services/cobrand/header/,https://www.boonevilledemocrat.com/services/cobrand/footer/,ar-booneville-C6748,ar-booneville-mobile-C6748,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ar-booneville-C6748/leaderboard_atf/obituaries,7103/ar-booneville-C6748/leaderboard_btf/obituaries,7103/ar-booneville-C6748/poster_front_btf/obituaries,7103/ar-booneville-mobile-C6748/mobileweb-banner_top/obituaries
boonvilledailynews,boonvilledailynews.com,Boonville Daily News,Boonville,MO,https://www.boonvilledailynews.com/services/cobrand/header/,https://www.boonvilledailynews.com/services/cobrand/footer/,mo-boonville-C6532,mo-boonville-mobile-C6532,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/mo-boonville-C6532/leaderboard_atf/obituaries,7103/mo-boonville-C6532/leaderboard_btf/obituaries,7103/mo-boonville-C6532/poster_front_btf/obituaries,7103/mo-boonville-mobile-C6532/mobileweb-banner_top/obituaries
buckscountycouriertimes,buckscountycouriertimes.com,Bucks County Courier Times,Levittown,PA,https://www.buckscountycouriertimes.com/services/cobrand/header/,https://www.buckscountycouriertimes.com/services/cobrand/footer/,pa-buckscounty-C6570,pa-buckscounty-mobile-C6570,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/pa-buckscounty-C6570/leaderboard_atf/obituaries,7103/pa-buckscounty-C6570/leaderboard_btf/obituaries,7103/pa-buckscounty-C6570/poster_front_btf/obituaries,7103/pa-buckscounty-mobile-C6570/mobileweb-banner_top/obituaries
burlingtoncountytimes,burlingtoncountytimes.com,Burlington County Times,Willingboro,NJ,https://www.burlingtoncountytimes.com/services/cobrand/header/,https://www.burlingtoncountytimes.com/services/cobrand/footer/,nj-willingboro-C6573,nj-willingboro-mobile-C6573,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/nj-willingboro-C6573/leaderboard_atf/obituaries,7103/nj-willingboro-C6573/leaderboard_btf/obituaries,7103/nj-willingboro-C6573/poster_front_btf/obituaries,7103/nj-willingboro-mobile-C6573/mobileweb-banner_top/obituaries
cantonrep,cantonrep.com,The Repository,Canton,OH,https://www.cantonrep.com/services/cobrand/header/,https://www.cantonrep.com/services/cobrand/footer/,oh-canton-C6669,oh-canton-mobile-C6669,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/oh-canton-C6669/leaderboard_atf/obituaries,7103/oh-canton-C6669/leaderboard_btf/obituaries,7103/oh-canton-C6669/poster_front_btf/obituaries,7103/oh-canton-mobile-C6669/mobileweb-banner_top/obituaries
charlestonexpress,charlestonexpress.com,Charleston Express,Charleston,AR,https://www.charlestonexpress.com/services/cobrand/header/,https://www.charlestonexpress.com/services/cobrand/footer/,ar-charleston-C6748,ar-charleston-mobile-C6748,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ar-charleston-C6748/leaderboard_atf/obituaries,7103/ar-charleston-C6748/leaderboard_btf/obituaries,7103/ar-charleston-C6748/poster_front_btf/obituaries,7103/ar-charleston-mobile-C6748/mobileweb-banner_top/obituaries
cheboygannews,cheboygannews.com,Cheboygan Daily Tribune,Cheboygan,MI,https://www.cheboygannews.com/services/cobrand/header/,https://www.cheboygannews.com/services/cobrand/footer/,mi-cheboygan-C6502,mi-cheboygan-mobile-C6502,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/mi-cheboygan-C6502/leaderboard_atf/obituaries,7103/mi-cheboygan-C6502/leaderboard_btf/obituaries,7103/mi-cheboygan-C6502/poster_front_btf/obituaries,7103/mi-cheboygan-mobile-C6502/mobileweb-banner_top/obituaries
chieftain,chieftain.com,The Pueblo Chieftain,Pueblo,CO,https://www.chieftain.com/services/cobrand/header/,https://www.chieftain.com/services/cobrand/footer/,co-pueblo-C6552,co-pueblo-mobile-C6552,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/co-pueblo-C6552/leaderboard_atf/obituaries,7103/co-pueblo-C6552/leaderboard_btf/obituaries,7103/co-pueblo-C6552/poster_front_btf/obituaries,7103/co-pueblo-mobile-C6552/mobileweb-banner_top/obituaries
chillicothenews,chillicothenews.com,Constitution Tribune,Chillicothe,MO,https://www.chillicothenews.com/services/cobrand/header/,https://www.chillicothenews.com/services/cobrand/footer/,mo-chillicothe-C6534,mo-chillicothe-mobile-C6534,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/mo-chillicothe-C6534/leaderboard_atf/obituaries,7103/mo-chillicothe-C6534/leaderboard_btf/obituaries,7103/mo-chillicothe-C6534/poster_front_btf/obituaries,7103/mo-chillicothe-mobile-C6534/mobileweb-banner_top/obituaries
chipleypaper,chipleypaper.com,Washington County News,Chipley,FL,https://www.chipleypaper.com/services/cobrand/header/,https://www.chipleypaper.com/services/cobrand/footer/,fl-chipley-C6735,fl-chipley-mobile-C6735,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/fl-chipley-C6735/leaderboard_atf/obituaries,7103/fl-chipley-C6735/leaderboard_btf/obituaries,7103/fl-chipley-C6735/poster_front_btf/obituaries,7103/fl-chipley-mobile-C6735/mobileweb-banner_top/obituaries
cjonline,cjonline.com,Topeka Capital-Journal,Topeka,KS,https://www.cjonline.com/services/cobrand/header/,https://www.cjonline.com/services/cobrand/footer/,ks-topeka-C6609,ks-topeka-mobile-C6609,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ks-topeka-C6609/leaderboard_atf/obituaries,7103/ks-topeka-C6609/leaderboard_btf/obituaries,7103/ks-topeka-C6609/poster_front_btf/obituaries,7103/ks-topeka-mobile-C6609/mobileweb-banner_top/obituaries
columbiadailyherald,columbiadailyherald.com,The Daily Herald,Columbia,TN,https://www.columbiadailyherald.com/services/cobrand/header/,https://www.columbiadailyherald.com/services/cobrand/footer/,tn-columbia-C6761,tn-columbia-mobile-C6761,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/tn-columbia-C6761/leaderboard_atf/obituaries,7103/tn-columbia-C6761/leaderboard_btf/obituaries,7103/tn-columbia-C6761/poster_front_btf/obituaries,7103/tn-columbia-mobile-C6761/mobileweb-banner_top/obituaries
crestviewbulletin,crestviewbulletin.com,Crestview News Bulletin,Crestview,FL,https://www.crestviewbulletin.com/services/cobrand/header/,https://www.crestviewbulletin.com/services/cobrand/footer/,fl-crestview-C6734,fl-crestview-mobile-C6734,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/fl-crestview-C6734/leaderboard_atf/obituaries,7103/fl-crestview-C6734/leaderboard_btf/obituaries,7103/fl-crestview-C6734/poster_front_btf/obituaries,7103/fl-crestview-mobile-C6734/mobileweb-banner_top/obituaries
crookstontimes,crookstontimes.com,Crookston Daily Times,Crookston,MN,https://www.crookstontimes.com/services/cobrand/header/,https://www.crookstontimes.com/services/cobrand/footer/,mn-crookston-C6508,mn-crookston-mobile-C6508,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/mn-crookston-C6508/leaderboard_atf/obituaries,7103/mn-crookston-C6508/leaderboard_btf/obituaries,7103/mn-crookston-C6508/poster_front_btf/obituaries,7103/mn-crookston-mobile-C6508/mobileweb-banner_top/obituaries
dailynewstranscript,metrowestdailynews.com,Daily News Transcript,Framingham,MA,https://www.metrowestdailynews.com/services/cobrand/header/,https://www.metrowestdailynews.com/services/cobrand/footer/,ma-framingham-C6483,ma-framingham-mobile-C6483,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ma-framingham-C6483/leaderboard_atf/obituaries,7103/ma-framingham-C6483/leaderboard_btf/obituaries,7103/ma-framingham-C6483/poster_front_btf/obituaries,7103/ma-framingham-mobile-C6483/mobileweb-banner_top/obituaries
dispatch,dispatch.com,The Columbus Dispatch,Columbus,OH,https://www.dispatch.com/services/cobrand/header/,https://www.dispatch.com/services/cobrand/footer/,oh-columbus-C6771,oh-columbus-mobile-C6771,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/oh-columbus-C6771/leaderboard_atf/obituaries,7103/oh-columbus-C6771/leaderboard_btf/obituaries,7103/oh-columbus-C6771/poster_front_btf/obituaries,7103/oh-columbus-mobile-C6771/mobileweb-banner_top/obituaries
dodgeglobe,dodgeglobe.com,The Daily Globe,Dodge City,KS,https://www.dodgeglobe.com/services/cobrand/header/,https://www.dodgeglobe.com/services/cobrand/footer/,ks-dodgecity-C6447,ks-dodgecity-mobile-C6447,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ks-dodgecity-C6447/leaderboard_atf/obituaries,7103/ks-dodgecity-C6447/leaderboard_btf/obituaries,7103/ks-dodgecity-C6447/poster_front_btf/obituaries,7103/ks-dodgecity-mobile-C6447/mobileweb-banner_top/obituaries
donaldsonvillechief,donaldsonvillechief.com,The Donaldsonville Chief,Donaldsonville,LA,https://www.donaldsonvillechief.com/services/cobrand/header/,https://www.donaldsonvillechief.com/services/cobrand/footer/,la-donaldsville-C6461,la-donaldsville-mobile-C6461,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/la-donaldsville-C6461/leaderboard_atf/obituaries,7103/la-donaldsville-C6461/leaderboard_btf/obituaries,7103/la-donaldsville-C6461/poster_front_btf/obituaries,7103/la-donaldsville-mobile-C6461/mobileweb-banner_top/obituaries
doverpost,doverpost.com,The Dover Post,Dover,DE,https://www.doverpost.com/services/cobrand/header/,https://www.doverpost.com/services/cobrand/footer/,de-dover-C6467,de-dover-mobile-C6467,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/de-dover-C6467/leaderboard_atf/obituaries,7103/de-dover-C6467/leaderboard_btf/obituaries,7103/de-dover-C6467/poster_front_btf/obituaries,7103/de-dover-mobile-C6467/mobileweb-banner_top/obituaries
eveningtribune,eveningtribune.com,Evening Tribune,Hornell,NY,https://www.eveningtribune.com/services/cobrand/header/,https://www.eveningtribune.com/services/cobrand/footer/,ny-hornell-C6582,ny-hornell-mobile-C6582,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ny-hornell-C6582/leaderboard_atf/obituaries,7103/ny-hornell-C6582/leaderboard_btf/obituaries,7103/ny-hornell-C6582/poster_front_btf/obituaries,7103/ny-hornell-mobile-C6582/mobileweb-banner_top/obituaries
examiner-enterprise,examiner-enterprise.com,Examiner-Enterprise,Bartlesville,OK,https://www.examiner-enterprise.com/services/cobrand/header/,https://www.examiner-enterprise.com/services/cobrand/footer/,ok-bartlesville-C6747,ok-bartlesville-mobile-C6747,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ok-bartlesville-C6747/leaderboard_atf/obituaries,7103/ok-bartlesville-C6747/leaderboard_btf/obituaries,7103/ok-bartlesville-C6747/poster_front_btf/obituaries,7103/ok-bartlesville-mobile-C6747/mobileweb-banner_top/obituaries
fosters,fosters.com,Foster's Daily Democrat,Dover,NH,https://www.fosters.com/services/cobrand/header/,https://www.fosters.com/services/cobrand/footer/,nh-dover-C6560,nh-dover-mobile-C6560,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/nh-dover-C6560/leaderboard_atf/obituaries,7103/nh-dover-C6560/leaderboard_btf/obituaries,7103/nh-dover-C6560/poster_front_btf/obituaries,7103/nh-dover-mobile-C6560/mobileweb-banner_top/obituaries
gadsdentimes,gadsdentimes.com,Gadsden Times,Gadsden,AL,https://www.gadsdentimes.com/services/cobrand/header/,https://www.gadsdentimes.com/services/cobrand/footer/,al-gadsden-C6732,al-gadsden-mobile-C6732,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/al-gadsden-C6732/leaderboard_atf/obituaries,7103/al-gadsden-C6732/leaderboard_btf/obituaries,7103/al-gadsden-C6732/poster_front_btf/obituaries,7103/al-gadsden-mobile-C6732/mobileweb-banner_top/obituaries
gainesville,gainesville.com,Gainesville Sun,Gainesville,FL,https://www.gainesville.com/services/cobrand/header/,https://www.gainesville.com/services/cobrand/footer/,fl-gainesville-C6722,fl-gainesville-mobile-C6722,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/fl-gainesville-C6722/leaderboard_atf/obituaries,7103/fl-gainesville-C6722/leaderboard_btf/obituaries,7103/fl-gainesville-C6722/poster_front_btf/obituaries,7103/fl-gainesville-mobile-C6722/mobileweb-banner_top/obituaries
gastongazette,gastongazette.com,Gaston Gazette,Gastonia,NC,https://www.gastongazette.com/services/cobrand/header/,https://www.gastongazette.com/services/cobrand/footer/,nc-gastonia-C6714,nc-gastonia-mobile-C6714,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/nc-gastonia-C6714/leaderboard_atf/obituaries,7103/nc-gastonia-C6714/leaderboard_btf/obituaries,7103/nc-gastonia-C6714/poster_front_btf/obituaries,7103/nc-gastonia-mobile-C6714/mobileweb-banner_top/obituaries
heralddemocrat,heralddemocrat.com,Herald Democrat,Sherman,TX,https://www.heralddemocrat.com/services/cobrand/header/,https://www.heralddemocrat.com/services/cobrand/footer/,tx-sherman-C6760,tx-sherman-mobile-C6760,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/tx-sherman-C6760/leaderboard_atf/obituaries,7103/tx-sherman-C6760/leaderboard_btf/obituaries,7103/tx-sherman-C6760/poster_front_btf/obituaries,7103/tx-sherman-mobile-C6760/mobileweb-banner_top/obituaries
heraldnews,heraldnews.com,The Herald News,Fall River,MA,https://www.heraldnews.com/services/cobrand/header/,https://www.heraldnews.com/services/cobrand/footer/,ma-fallriver-C6490,ma-fallriver-mobile-C6490,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ma-fallriver-C6490/leaderboard_atf/obituaries,7103/ma-fallriver-C6490/leaderboard_btf/obituaries,7103/ma-fallriver-C6490/poster_front_btf/obituaries,7103/ma-fallriver-mobile-C6490/mobileweb-banner_top/obituaries
heraldtribune,heraldtribune.com,Herald-Tribune,Sarasota,FL,https://www.heraldtribune.com/services/cobrand/header/,https://www.heraldtribune.com/services/cobrand/footer/,fl-sarasota-C6717,fl-sarasota-mobile-C6717,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/fl-sarasota-C6717/leaderboard_atf/obituaries,7103/fl-sarasota-C6717/leaderboard_btf/obituaries,7103/fl-sarasota-C6717/poster_front_btf/obituaries,7103/fl-sarasota-mobile-C6717/mobileweb-banner_top/obituaries
hockessincommunitynews,hockessincommunitynews.com,Community News,Hockessin,DE,https://www.hockessincommunitynews.com/services/cobrand/header/,https://www.hockessincommunitynews.com/services/cobrand/footer/,de-hockessin-C6467,de-hockessin-mobile-C6467,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/de-hockessin-C6467/leaderboard_atf/obituaries,7103/de-hockessin-C6467/leaderboard_btf/obituaries,7103/de-hockessin-C6467/poster_front_btf/obituaries,7103/de-hockessin-mobile-C6467/mobileweb-banner_top/obituaries
hollandsentinel,hollandsentinel.com,The Holland Sentinel,Holland,MI,https://www.hollandsentinel.com/services/cobrand/header/,https://www.hollandsentinel.com/services/cobrand/footer/,mi-holland-C6494,mi-holland-mobile-C6494,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/mi-holland-C6494/leaderboard_atf/obituaries,7103/mi-holland-C6494/leaderboard_btf/obituaries,7103/mi-holland-C6494/poster_front_btf/obituaries,7103/mi-holland-mobile-C6494/mobileweb-banner_top/obituaries
houmatoday,houmatoday.com,The Courier,Houma,LA,https://www.houmatoday.com/services/cobrand/header/,https://www.houmatoday.com/services/cobrand/footer/,la-houma-C6730,la-houma-mobile-C6730,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/la-houma-C6730/leaderboard_atf/obituaries,7103/la-houma-C6730/leaderboard_btf/obituaries,7103/la-houma-C6730/poster_front_btf/obituaries,7103/la-houma-mobile-C6730/mobileweb-banner_top/obituaries
indeonline,indeonline.com,The Independent,Massillon,OH,https://www.indeonline.com/services/cobrand/header/,https://www.indeonline.com/services/cobrand/footer/,oh-massillon-C6674,oh-massillon-mobile-C6674,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/oh-massillon-C6674/leaderboard_atf/obituaries,7103/oh-massillon-C6674/leaderboard_btf/obituaries,7103/oh-massillon-C6674/poster_front_btf/obituaries,7103/oh-massillon-mobile-C6674/mobileweb-banner_top/obituaries
jdnews,jdnews.com,The Daily News,Jacksonville,NC,https://www.jdnews.com/services/cobrand/header/,https://www.jdnews.com/services/cobrand/footer/,nc-jacksonville-C6710,nc-jacksonville-mobile-C6710,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/nc-jacksonville-C6710/leaderboard_atf/obituaries,7103/nc-jacksonville-C6710/leaderboard_btf/obituaries,7103/nc-jacksonville-C6710/poster_front_btf/obituaries,7103/nc-jacksonville-mobile-C6710/mobileweb-banner_top/obituaries
journalstandard,journalstandard.com,The Journal Standard,Freeport,IL,https://www.journalstandard.com/services/cobrand/header/,https://www.journalstandard.com/services/cobrand/footer/,il-freeport-C6667,il-freeport-mobile-C6667,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/il-freeport-C6667/leaderboard_atf/obituaries,7103/il-freeport-C6667/leaderboard_btf/obituaries,7103/il-freeport-C6667/poster_front_btf/obituaries,7103/il-freeport-mobile-C6667/mobileweb-banner_top/obituaries
kinston,kinston.com,The Free Press,Kinston,NC,https://www.kinston.com/services/cobrand/header/,https://www.kinston.com/services/cobrand/footer/,nc-kinston-C6712,nc-kinston-mobile-C6712,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/nc-kinston-C6712/leaderboard_atf/obituaries,7103/nc-kinston-C6712/leaderboard_btf/obituaries,7103/nc-kinston-C6712/poster_front_btf/obituaries,7103/nc-kinston-mobile-C6712/mobileweb-banner_top/obituaries
kirksvilledailyexpress,kirksvilledailyexpress.com,Kirksville Daily Express,Kirksville,MO,https://www.kirksvilledailyexpress.com/services/cobrand/header/,https://www.kirksvilledailyexpress.com/services/cobrand/footer/,mo-kirksville-C6540,mo-kirksville-mobile-C6540,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/mo-kirksville-C6540/leaderboard_atf/obituaries,7103/mo-kirksville-C6540/leaderboard_btf/obituaries,7103/mo-kirksville-C6540/poster_front_btf/obituaries,7103/mo-kirksville-mobile-C6540/mobileweb-banner_top/obituaries
lajuntatribunedemocrat,lajuntatribunedemocrat.com,La Junta Tribune Democrat,La Junta,CO,https://www.lajuntatribunedemocrat.com/services/cobrand/header/,https://www.lajuntatribunedemocrat.com/services/cobrand/footer/,co-lajunta-C6548,co-lajunta-mobile-C6548,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/co-lajunta-C6548/leaderboard_atf/obituaries,7103/co-lajunta-C6548/leaderboard_btf/obituaries,7103/co-lajunta-C6548/poster_front_btf/obituaries,7103/co-lajunta-mobile-C6548/mobileweb-banner_top/obituaries
leesvilledailyleader,leesvilledailyleader.com,Leesville Daily Leader,Leesville,LA,https://www.leesvilledailyleader.com/services/cobrand/header/,https://www.leesvilledailyleader.com/services/cobrand/footer/,la-leesville-C6461,la-leesville-mobile-C6461,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/la-leesville-C6461/leaderboard_atf/obituaries,7103/la-leesville-C6461/leaderboard_btf/obituaries,7103/la-leesville-C6461/poster_front_btf/obituaries,7103/la-leesville-mobile-C6461/mobileweb-banner_top/obituaries
lenconnect,lenconnect.com,The Daily Telegram,Adrian,MI,https://www.lenconnect.com/services/cobrand/header/,https://www.lenconnect.com/services/cobrand/footer/,mi-adrian-C6498,mi-adrian-mobile-C6498,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/mi-adrian-C6498/leaderboard_atf/obituaries,7103/mi-adrian-C6498/leaderboard_btf/obituaries,7103/mi-adrian-C6498/poster_front_btf/obituaries,7103/mi-adrian-mobile-C6498/mobileweb-banner_top/obituaries
lincolncourier,lincolncourier.com,The Courier,Lincoln,IL,https://www.lincolncourier.com/services/cobrand/header/,https://www.lincolncourier.com/services/cobrand/footer/,il-lincoln-C6402,il-lincoln-mobile-C6402,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/il-lincoln-C6402/leaderboard_atf/obituaries,7103/il-lincoln-C6402/leaderboard_btf/obituaries,7103/il-lincoln-C6402/poster_front_btf/obituaries,7103/il-lincoln-mobile-C6402/mobileweb-banner_top/obituaries
linncountyleader,linncountyleader.com,Linn County Leader,Brookfield,MO,https://www.linncountyleader.com/services/cobrand/header/,https://www.linncountyleader.com/services/cobrand/footer/,mo-brookfield-C6528,mo-brookfield-mobile-C6528,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/mo-brookfield-C6528/leaderboard_atf/obituaries,7103/mo-brookfield-C6528/leaderboard_btf/obituaries,7103/mo-brookfield-C6528/poster_front_btf/obituaries,7103/mo-brookfield-mobile-C6528/mobileweb-banner_top/obituaries
lubbockonline,lubbockonline.com,Lubbock Avalanche-Journal,Lubbock,TX,https://www.lubbockonline.com/services/cobrand/header/,https://www.lubbockonline.com/services/cobrand/footer/,tx-lubbock-C6603,tx-lubbock-mobile-C6603,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/tx-lubbock-C6603/leaderboard_atf/obituaries,7103/tx-lubbock-C6603/leaderboard_btf/obituaries,7103/tx-lubbock-C6603/poster_front_btf/obituaries,7103/tx-lubbock-mobile-C6603/mobileweb-banner_top/obituaries
metrowestdailynews,metrowestdailynews.com,The MetroWest Daily News,Framingham,MA,https://www.metrowestdailynews.com/services/cobrand/header/,https://www.metrowestdailynews.com/services/cobrand/footer/,ma-framingham-C6483,ma-framingham-mobile-C6483,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/ma-framingham-C6483/leaderboard_atf/obituaries,7103/ma-framingham-C6483/leaderboard_btf/obituaries,7103/ma-framingham-C6483/poster_front_btf/obituaries,7103/ma-framingham-mobile-C6483/mobileweb-banner_top/obituaries
middletowntranscript,middletowntranscript.com,The Middletown Transcript,Middletown,DE,https://www.middletowntranscript.com/services/cobrand/header/,https://www.middletowntranscript.com/services/cobrand/footer/,de-middletown-C6467,de-middletown-mobile-C6467,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/de-middletown-C6467/leaderboard_atf/obituaries,7103/de-middletown-C6467/leaderboard_btf/obituaries,7103/de-middletown-C6467/poster_front_btf/obituaries,7103/de-middletown-mobile-C6467/mobileweb-banner_top/obituaries
milfordbeacon,milfordbeacon.com,Milford Beacon,Milford,DE,https://www.milfordbeacon.com/services/cobrand/header/,https://www.milfordbeacon.com/services/cobrand/footer/,de-milford-C6467,de-milford-mobile-C6467,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries,7103/de-milford-C6467/leaderboard_atf/obituaries,7103/de-milford-C6467/leaderboard_btf/obituaries,7103/de-milford-C6467/poster_front_btf/obituaries,7103/de-milford-mobile-C6467/mobileweb-banner_top/obituaries
